Gene	Organism	Annotation	Full	Condition	Time	Replicate	Zval
OQV14243.1	H.exemplaris	HR4	Dev.E2.2	Dev	E2	2	-0.390256730092206
OQV14677.1	H.exemplaris	EcR	Dev.E2.2	Dev	E2	2	2.89264712267588
OQV14742.1	H.exemplaris	E78	Dev.E2.2	Dev	E2	2	1.53826514355113
OQV16526.1	H.exemplaris	CYP18A1	Dev.E2.2	Dev	E2	2	-0.0925599667574576
OQV18443.1	H.exemplaris	bFtz-F1	Dev.E2.2	Dev	E2	2	1.69102860783179
OQV18794.1	H.exemplaris	USP	Dev.E2.2	Dev	E2	2	-0.0310593502554419
OQV18795.1	H.exemplaris	USP	Dev.E2.2	Dev	E2	2	0.676394977010244
OQV18927.1	H.exemplaris	E75	Dev.E2.2	Dev	E2	2	-0.0514798755814736
OQV21685.1	H.exemplaris	Sad	Dev.E2.2	Dev	E2	2	0.84130470473936
OWA50673.1	H.exemplaris	HR3	Dev.E2.2	Dev	E2	2	-0.313197967823719
OQV23446.1	H.exemplaris	EcR	Dev.E2.2	Dev	E2	2	-0.592084160569513
g2273.t1	R.varieornatus	HR4	Dev.E2.2	Dev	E2	2	0.971189296752036
g2400.t1	R.varieornatus	Sad	Dev.E2.2	Dev	E2	2	-0.780457507536598
g4792.t1	R.varieornatus	bFtz-F1	Dev.E2.2	Dev	E2	2	-0.0500930138140369
g6536.t1	R.varieornatus	HR3	Dev.E2.2	Dev	E2	2	-0.110978182893704
g7221.t1	R.varieornatus	E75	Dev.E2.2	Dev	E2	2	-0.359999925147799
g10224.t1	R.varieornatus	E74	Dev.E2.2	Dev	E2	2	0.507781317376747
g11712.t1	R.varieornatus	E78	Dev.E2.2	Dev	E2	2	0.414605035433918
g11953.t1	R.varieornatus	USP	Dev.E2.2	Dev	E2	2	-0.783748355604008
g11953.t2	R.varieornatus	USP	Dev.E2.2	Dev	E2	2	0.115221312056185
g12979.t1	R.varieornatus	EcR	Dev.E2.2	Dev	E2	2	0.0260682476657089
g13718.t1	R.varieornatus	CYP18A1	Dev.E2.2	Dev	E2	2	-0.450166833769231
g8354.t1	R.varieornatus	EcR	Dev.E2.2	Dev	E2	2	-0.195447116299966
OQV12233.1	H.exemplaris	E74	Dev.E2.3	Dev	E2	3	-0.361277221030663
OQV14243.1	H.exemplaris	HR4	Dev.E2.3	Dev	E2	3	-0.418572542759837
OQV14677.1	H.exemplaris	EcR	Dev.E2.3	Dev	E2	3	1.65695766216994
OQV14742.1	H.exemplaris	E78	Dev.E2.3	Dev	E2	3	2.57357235718123
OQV16526.1	H.exemplaris	CYP18A1	Dev.E2.3	Dev	E2	3	-0.142253027767173
OQV18443.1	H.exemplaris	bFtz-F1	Dev.E2.3	Dev	E2	3	1.13780894509913
OQV18794.1	H.exemplaris	USP	Dev.E2.3	Dev	E2	3	-0.178940818770507
OQV18795.1	H.exemplaris	USP	Dev.E2.3	Dev	E2	3	-0.186408557812592
OQV18927.1	H.exemplaris	E75	Dev.E2.3	Dev	E2	3	0.56858991807341
OQV21685.1	H.exemplaris	Sad	Dev.E2.3	Dev	E2	3	1.55119708348173
OWA50673.1	H.exemplaris	HR3	Dev.E2.3	Dev	E2	3	-0.295744745640276
OQV23446.1	H.exemplaris	EcR	Dev.E2.3	Dev	E2	3	-0.596625683372246
g2273.t1	R.varieornatus	HR4	Dev.E2.3	Dev	E2	3	0.935019403703018
g2400.t1	R.varieornatus	Sad	Dev.E2.3	Dev	E2	3	-0.509234474615505
g4792.t1	R.varieornatus	bFtz-F1	Dev.E2.3	Dev	E2	3	0.41223828905795
g6536.t1	R.varieornatus	HR3	Dev.E2.3	Dev	E2	3	0.239624586886724
g7221.t1	R.varieornatus	E75	Dev.E2.3	Dev	E2	3	0.052343404111901
g10224.t1	R.varieornatus	E74	Dev.E2.3	Dev	E2	3	0.775653431137401
g11712.t1	R.varieornatus	E78	Dev.E2.3	Dev	E2	3	0.411661124405802
g11953.t1	R.varieornatus	USP	Dev.E2.3	Dev	E2	3	-0.182347347821897
g11953.t2	R.varieornatus	USP	Dev.E2.3	Dev	E2	3	-1.28903897049814
g12979.t1	R.varieornatus	EcR	Dev.E2.3	Dev	E2	3	0.0163845945114983
g13718.t1	R.varieornatus	CYP18A1	Dev.E2.3	Dev	E2	3	-0.449491336970057
g8354.t1	R.varieornatus	EcR	Dev.E2.3	Dev	E2	3	0.14221921933066
OQV12233.1	H.exemplaris	E74	Dev.E3.1	Dev	E3	1	3.46710898100167
OQV14243.1	H.exemplaris	HR4	Dev.E3.1	Dev	E3	1	4.41312422436694
OQV14677.1	H.exemplaris	EcR	Dev.E3.1	Dev	E3	1	2.39481924301197
OQV14742.1	H.exemplaris	E78	Dev.E3.1	Dev	E3	1	1.88588249038237
OQV16526.1	H.exemplaris	CYP18A1	Dev.E3.1	Dev	E3	1	1.83619799345511
OQV18443.1	H.exemplaris	bFtz-F1	Dev.E3.1	Dev	E3	1	2.11521303505739
OQV18794.1	H.exemplaris	USP	Dev.E3.1	Dev	E3	1	1.54568249244617
OQV18795.1	H.exemplaris	USP	Dev.E3.1	Dev	E3	1	4.28200790634158
OQV18927.1	H.exemplaris	E75	Dev.E3.1	Dev	E3	1	3.48016069578638
OQV21685.1	H.exemplaris	Sad	Dev.E3.1	Dev	E3	1	1.92404311078128
OWA50673.1	H.exemplaris	HR3	Dev.E3.1	Dev	E3	1	4.61509673738037
OQV23446.1	H.exemplaris	EcR	Dev.E3.1	Dev	E3	1	4.00424038096832
g2273.t1	R.varieornatus	HR4	Dev.E3.1	Dev	E3	1	0.161536204889831
g2400.t1	R.varieornatus	Sad	Dev.E3.1	Dev	E3	1	-1.01916564611318
g4792.t1	R.varieornatus	bFtz-F1	Dev.E3.1	Dev	E3	1	0.290545710896821
g6536.t1	R.varieornatus	HR3	Dev.E3.1	Dev	E3	1	-0.544245587829518
g7221.t1	R.varieornatus	E75	Dev.E3.1	Dev	E3	1	1.69963560112059
g10224.t1	R.varieornatus	E74	Dev.E3.1	Dev	E3	1	0.591671405158576
g11712.t1	R.varieornatus	E78	Dev.E3.1	Dev	E3	1	2.7701547029346
g11953.t1	R.varieornatus	USP	Dev.E3.1	Dev	E3	1	-0.601182206040258
g11953.t2	R.varieornatus	USP	Dev.E3.1	Dev	E3	1	0.242777380962522
g12979.t1	R.varieornatus	EcR	Dev.E3.1	Dev	E3	1	0.482304417874747
g13718.t1	R.varieornatus	CYP18A1	Dev.E3.1	Dev	E3	1	-0.301959639407939
g8354.t1	R.varieornatus	EcR	Dev.E3.1	Dev	E3	1	-0.645385296851956
OQV12233.1	H.exemplaris	E74	Dev.E3.2	Dev	E3	2	3.11260137033855
OQV14243.1	H.exemplaris	HR4	Dev.E3.2	Dev	E3	2	3.10659068895163
OQV14677.1	H.exemplaris	EcR	Dev.E3.2	Dev	E3	2	0.191712210251883
OQV14742.1	H.exemplaris	E78	Dev.E3.2	Dev	E3	2	2.79708877853508
OQV16526.1	H.exemplaris	CYP18A1	Dev.E3.2	Dev	E3	2	4.86330680434277
OQV18443.1	H.exemplaris	bFtz-F1	Dev.E3.2	Dev	E3	2	3.6748850042724
OQV18794.1	H.exemplaris	USP	Dev.E3.2	Dev	E3	2	4.64746543234026
OQV18795.1	H.exemplaris	USP	Dev.E3.2	Dev	E3	2	-0.266627632534684
OQV18927.1	H.exemplaris	E75	Dev.E3.2	Dev	E3	2	2.48086716081842
OQV21685.1	H.exemplaris	Sad	Dev.E3.2	Dev	E3	2	1.92791270439178
OWA50673.1	H.exemplaris	HR3	Dev.E3.2	Dev	E3	2	3.07724893172961
OQV23446.1	H.exemplaris	EcR	Dev.E3.2	Dev	E3	2	2.43549230633496
g2273.t1	R.varieornatus	HR4	Dev.E3.2	Dev	E3	2	0.267197793617087
g2400.t1	R.varieornatus	Sad	Dev.E3.2	Dev	E3	2	-0.924558092895021
g4792.t1	R.varieornatus	bFtz-F1	Dev.E3.2	Dev	E3	2	0.740460889912383
g6536.t1	R.varieornatus	HR3	Dev.E3.2	Dev	E3	2	-0.516183055662012
g7221.t1	R.varieornatus	E75	Dev.E3.2	Dev	E3	2	1.10024854868425
g10224.t1	R.varieornatus	E74	Dev.E3.2	Dev	E3	2	0.243991020962067
g11712.t1	R.varieornatus	E78	Dev.E3.2	Dev	E3	2	2.26181401444444
g11953.t1	R.varieornatus	USP	Dev.E3.2	Dev	E3	2	-0.403385224890696
g11953.t2	R.varieornatus	USP	Dev.E3.2	Dev	E3	2	-0.714327252115002
g12979.t1	R.varieornatus	EcR	Dev.E3.2	Dev	E3	2	0.534036099529211
g13718.t1	R.varieornatus	CYP18A1	Dev.E3.2	Dev	E3	2	-0.348032222463947
